1.7943,0.8619
1.7132,0.8422
1.705,0.8594
1.6755,0.8212
1.8145,0.7879
1.8836,0.7346
1.8348,0.8212
1.8753,0.7879
1.8953,0.7346
1.8824,NA
1.8494,NA
1.891,NA
1.8598,NA
1.7254,NA
1.6824,NA
1.8172,NA
1.8709,NA
